codeClean,codeDisinf,codeEcon,codeElev,codeEmgr,codeFalarm,codeGarbage,codeMgr,codeNet,codeSec,codeStr,codeWsupply,convenientFacility,disposalType,educationFacility,kaptCcompany,kaptCode,kaptMgrCnt,kaptName,kaptdCccnt,kaptdClcnt,kaptdDcnt,kaptdEcapa,kaptdEcnt,kaptdPcnt,kaptdPcntu,kaptdScnt,kaptdSecCom,kaptdWtimebus,kaptdWtimesub,subwayLine,subwayStation,welfareFacility
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(대명병원) 공원(한강시민공원),"도포식,분무식",초등학교(당산) 중학교(선유중학교) 고등학교(한강미디어고등학교. 선유고등학교),세화종합관리(주),A15010501,3,양평동보아파트,43,2,12,732,5,74,128,4,(주)듀델코리아,5분이내,5분이내,9호선,선유도,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,거점장비수거방식,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,"관공서(양평제2주민센터) 병원(이대목동병원) 공원(양화시민공원, 선유도공원)",,초등학교(당산초등학교) 중학교(양정중학교) 고등학교(한강미디어고등학교),세화종합관리(주),A15010502,13,양평한신,150,10,12,3600,25,455,835,16,듀델코리아(주),5분이내,5분이내,9호선,선유도역,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소, 기타"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,차량수거방식,위탁관리,,자치관리(직영),철근콘크리트구조,수도직결식,관공서(동사무소) 공원(한강시민공원),"도포식,분무식,독이식",초등학교(당산) 고등학교(한강전자공예),우진관리(주),A15010602,3,양평동양,52,3,12,882,7,119,185,4,,15~20분이내,15~20분이내,9호선,문래,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리(직영+위탁),위탁선임,P형,거점장비수거방식,위탁관리,무,위탁관리(직영+위탁),철근콘크리트구조,고가수조식,관공서(동사무소) 공원(한강시민공원),"기구설치식,독이식",초등학교(당산) 고등학교(한강전자공예),일신주택관리(주),A15010601,4,양평한솔,36,2,12,800,12,1,244,2,일신주택관리(주),5~10분이내,15~20분이내,"2호선, 9호선","선유도역, 당산역","관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(신길4동 주민센터) 병원(성심병원) 백화점(롯데백화점) 대형상가(사러가쇼핑센터) 공원(삼성공원),"도포식,분무식",초등학교(우신초등학교) 중학교(영원중학교),,A15005401,4,신길삼성제2,36,2,6,850,4,90,86,3,다보산업관리,15~20분이내,15~20분이내,"1호선, 5호선, 7호선","1호선-영등포역,5호선-신길역,7호선-신풍역","관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(윤면소아과의원) 대형상가(사러가쇼핑센터),"분무식,독이식",초등학교(도림초등학교) 중학교(대영중교) 고등학교(대영고교),태림주택종합관리(주),A15005301,4,신길우성5차,32,4,12,950,9,149,85,4,남경종합관리(주),10~15분이내,10~15분이내,"1호선, 2호선, 7호선",신풍,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,GR형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(황치과) 대형상가(사러가쇼핑센터) 공원(매낙골공원),"도포식,분무식,독이식",초등학교(우신초등학교),에이제이대원 주식회사,A15005402,8,신길삼성래미안,126,8,12,3600,36,122,853,12,백송종합관리,5~10분이내,5~10분이내,"1호선, 5호선, 7호선","보라매, 신풍, 대방, 영등포, 신길","관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(서울대윤병원) 대형상가(삼성디지털프라자) 공원(영등포공원),분무식,"중학교(영원중교) 고등학교(영등포여고교, 장훈고등학교)",(주)디엠지관리,A15005001,5,신길우성4차아파트,88,5,12,1400,17,203,89,10,(주)디엠지관리,5분이내,5분이내,"1호선, 5호선",신길,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,차량수거방식,위탁관리,무,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(김영준소아과) 공원(보라매공원),"도포식,기구부착식",초등학교(대방초등학교) 중학교(강남중교) 고등학교(ㅁ성남고교),광인산업(주),A15085404,5,신길한성,52,4,12,1465,11,147,298,8,이데아그룹,5~10분이내,5~10분이내,"1호선, 7호선","서울지방병무청, 신풍","관리사무소, 노인정, 어린이놀이터, 휴게시설"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,GR형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,병원(외외과),"도포식,분무식,기구부착식,독이식",초등학교(우신) 중학교(영원) 고등학교(대영),(주)한성세영비엔에이,A15005002,4,레전드힐스,16,2,12,950,3,73,0,2,,5분이내,10~15분이내,7호선,신풍,관리사무소
위탁관리,위탁관리,종합계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(현대의원) 공원(보라매공원) 기타(돈보스코청소년센터),"분무식,독이식",초등학교(대길초등학교) 중학교(대방중학교) 고등학교(영신고등학교),대원종합관리(주),A15086007,6,신길우성2차,16,6,12,1870,16,700,0,9,굿모닝대양,5~10분이내,5~10분이내,7호선,신풍,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(보인의원) 대형상가(사러가쇼핑센터) 공원(근린공원),,초등학교(우신초등학교),주식회사 한빛종합관리,A15005102,5,신기목련,35,1,2,450,4,102,28,2,(주)에코그린TM,10~15분이내,10~15분이내,"1호선, 7호선",신풍,"관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,자치관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(서울대윤병원) 공원(여의도생태공원),"도포식,분무식,기구부착식,기구설치식,독이식",중학교(영원중교) 고등학교(장훈고교),,A15083703,4,신길경남,103,5,12,1240,8,84,351,4,이데아그룹,5분이내,5분이내,"1호선, 5호선",신길역,"관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,종합계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,자치관리,,자치관리,철근콘크리트구조,부스타방식,관공서(신길3동 주민센터) 병원(한산부인과) 대형상가(LG하이프라자) 공원(근린공원),"분무식,독이식",초등학교(대영초등학교) 중학교(대영중교) 고등학교(대영고교),,A15005302,4,신길건영,107,5,12,995,4,313,0,6,,5분이내,10~15분이내,"1호선, 2호선, 7호선",신풍역,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리(직영+위탁),위탁관리,단일계약,위탁관리,위탁선임,GR형,음식물쓰레기종량제,위탁관리,유,위탁관리(직영+위탁),철근콘크리트구조,부스타방식,관공서(동사무소) 병원(김정은소아과의원) 공원(보라매공원) 기타(돈보스코청소년센터),분무식,초등학교(대길초등학교) 중학교(대방중학교),(주)한빛관리,A15086001,3,보라매두산위브,37,2,12,900,6,205,48,2,(주)한빛종합관리,5~10분이내,5~10분이내,7호선,신풍,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(성애) 대형상가(사러가쇼핑센터),"분무식,독이식",초등학교(영신초등학교),일신주택관리(주),A15096001,4,신길자이,78,2,12,1000,5,0,226,4,세이프원,5~10분이내,15~20분이내,"1호선, 5호선",신풍,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,단일계약,,위탁선임,P형,음식물쓰레기종량제,자치관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(성심의원) 공원(신길광장공원) 기타(돈보스코청소년센터),"분무식,독이식",초등학교(대길초등학교) 중학교(대영중학교) 고등학교(대영고등학교),,A15085805,4,신길남서울,32,4,12,367,,280,0,6,경진이앤지,5분이내,5분이내,7호선,신풍,"관리사무소, 노인정, 어린이놀이터, 휴게시설"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 공원(),"분무식,독이식",초등학교(대방초등학교) 중학교(강남중교) 고등학교(서울공업고교),쌍용개발,A15005705,13,신길삼환,147,10,12,2750,26,496,608,22,(주)쌍용개발,5~10분이내,5~10분이내,"1호선, 5호선, 7호선",신풍,"관리사무소, 노인정, 보육시설, 어린이놀이터"
위탁관리(직영+위탁),,종합계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리(직영+위탁),철근콘크리트구조,고가수조식,관공서(동사무소) 병원(성애병원) 공원(여의도샛강생태공원),,중학교(윤중중학교) 고등학교(한국제과고등기술학교),신한영주택관리(주),A15083701,2,신길삼두,0,1,,225,2,45,0,2,,5~10분이내,5분이내,"1호선, 5호선",대방,"관리사무소, 어린이놀이터"
자치관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(성심병원) 공원(보라매공원) 기타(돈보스코청소년센터),분무식,초등학교(대길초등학교) 중학교(대방중학교) 고등학교(영신고등학교),(주)태룡에스디,A15005602,3,신길우창,13,1,12,500,2,163,0,4,(주)한영파트너스,5~10분이내,5~10분이내,7호선,신풍,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,R형,차량수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,대형상가(사러가쇼핑센터),"도포식,분무식",초등학교(대영) 중학교(대영) 고등학교(대영),서림주택,A15005501,5,포레나 신길,116,3,12,1650,18,41,377,4,세계보안,5분이내,5분이내,7호선,신풍,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(한산부인과) 대형상가(LG하이프라자) 공원(근린공원),"도포식,분무식,독이식",초등학교(대영초등학교) 중학교(대영중교) 고등학교(대영고교),(주)화신지엠에스,A15005303,5,신길1차우성아파트,48,7,12,1760,16,470,0,9,태영건물종합관리(주),5분이내,5~10분이내,"1호선, 2호선, 7호선","신도림역,문래역,신풍역","관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,유,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(남수한의원) 대형상가(LG하이프라자) 공원(보라매공원) 기타(돈보스코청소년센터),"도포식,분무식",초등학교(대길초등학교) 중학교(대방중학교) 고등학교(영신고등학교),광인산업(주),A15086006,7,보라매경남아너스빌,154,5,12,2391,15,125,674,10,예주산업(주),5~10분이내,5~10분이내,7호선,신풍,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(원치과) 대형상가(홈플러스) 공원(보라매공원) 기타(돈보스코청소년센터),"도포식,분무식,독이식",초등학교(대길초등학교) 중학교(대방중학교) 고등학교(영신고등학교),율산개발(주),A15005603,5,신길삼성,41,3,12,970,4,218,0,4,희망코리아(주),5~10분이내,5~10분이내,7호선,신풍,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
자치관리(직영),위탁관리(직영+위탁),종합계약,위탁관리(직영+위탁),위탁선임,P형,음식물쓰레기종량제,자치관리,,자치관리(직영),철근콘크리트구조,부스타방식,관공서(동사무소  : 신길6동 동사무소) 병원(이화의원 . ) 대형상가(하이마트-신풍점) 공원(보라매공원) 기타(돈보스코청소년센터),분무식,초등학교(대길초등학교) 고등학교(영신고등학교),,A15086004,5,신길우성3차아파트,69,3,4,950,13,192,0,9,,5~10분이내,5~10분이내,7호선,신풍,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,거점장비수거방식,위탁관리,유,위탁관리,철골철근콘크리트구조,부스타방식,,"도포식,분무식,독이식",초등학교(대영초등학교) 중학교(대영중학교) 고등학교(대영고등학교),(주)아주관리,A10027755,9,래미안프레비뉴,100,10,12,5000,28,0,1211,10,(주)아주관리,5~10분이내,5~10분이내,7호선,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철골콘크리트구조,부스타방식,,"도포식,분무식",,(주)타워피엠씨,A10027073,15,래미안에스티움,206,23,12,7550,52,0,2280,13,(주)에스원,5분이내,5분이내,7호선,신풍역,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
자치관리,관리방식미정,기타,,선정안함,P형,음식물쓰레기종량제,자치관리,,자치관리,철근콘크리트구조,고가수조식,공원(),,,,A10026182,4,신미아파트,0,1,,1,,130,0,2,,5분이내,5분이내,7호선,신풍역,관리사무소
위탁관리,위탁관리,종합계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(주민센터),분무식,초등학교(대영초등학교) 중학교() 고등학교(),자이에스앤디(주),A10025024,9,신길센트럴자이,220,10,4,4500,29,0,1224,9,(주)듀델코리아,5분이내,5분이내,7호선,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,,"도포식,분무식,독이식",,한국주택시설관리(주),A10025562,6,신길센트럴아이파크,217,7,12,3000,32,0,673,6,(주)우창개발,5분이내,5~10분이내,"1호선, 2호선, 7호선",,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,GR형,음식물쓰레기종량제,위탁관리,유,위탁관리,철골콘크리트구조,부스타방식,,,,율산개발 유한회사,A10025070,12,보라매 sk뷰,488,17,12,6850,40,0,1868,12,(주)에스원,5~10분이내,5~10분이내,7호선,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,GR형,차량수거방식,위탁관리,유,위탁관리,철골철근콘크리트구조,부스타방식,관공서() 병원() 백화점() 대형상가() 공원() 기타(),분무식,초등학교() 중학교() 고등학교() 대학교(),(주)아주관리,A10024470,7,신길파크자이,266,7,12,2750,19,0,850,5,(주)유케이개발,5분이내,5분이내,7호선,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,차량수거방식,위탁관리,,위탁관리,철골철근콘크리트구조,부스타방식,관공서() 병원() 대형상가() 공원(),"도포식,분무식,독이식",초등학교() 중학교() 고등학교(),(주)아주관리,A10024615,13,힐스테이트클래시안아파트,650,15,12,8000,37,0,1777,10,SK쉴더스(주),5분이내,5분이내,7호선,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,종합계약,관리방식미정,상주선임,P형,거점장비수거방식,위탁관리,유,위탁관리,철골철근콘크리트구조,부스타방식,관공서() 병원() 공원(),,초등학교() 중학교(),(주)케이티팝스,A10023715,9,더샵파크프레스티지,48,10,12,3750,49,0,982,7,(주)에스씨월드,5분이내,10~15분이내,"1호선, 5호선, 7호선",,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(소망치과의원  명지성모병원) 공원(원지공원),"도포식,분무식,독이식","초등학교(대동초등학교, 도신초등학교) 중학교(구로,영남)",광인산업(주),A15081503,5,대림우성,48,3,4,1250,10,270,0,10,(주)경진이앤지,5~10분이내,10~15분이내,"2호선, 7호선",대림,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,기타,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(주민센터) 병원(대림본치과) 백화점(디큐브백화점) 대형상가(이마트, 테크노마트) 공원(도림동철도연변소공원)","도포식,분무식,기구부착식",초등학교(신영) 대학교(한국방송대지역학습관),우리관리(주),A15081107,15,대림현대3차,209,10,12,3450,23,522,791,19,듀델코리아,5~10분이내,10~15분이내,"1호선, 2호선",신도림,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,GR형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"병원(대림성모병원) 백화점(롯데백화점,이마트) 대형상가()",분무식,"초등학교(영림초) 중학교(영남중,대림중)",우리관리(주),A15007201,5,신대림자이,133,7,12,7825,14,0,468,6,세연종합관리,5분이내,5분이내,"2호선, 7호선","구로디지털역,대림역","관리사무소, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,R형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(하얀치과),분무식,초등학교(신영) 중학교(영남) 대학교(한국방송대지역학습관),광인산업(주),A15081201,3,대림성원,30,2,4,900,5,0,152,2,광인산업(주),5~10분이내,15~20분이내,"1호선, 2호선, 7호선","신도림, 대림","관리사무소, 노인정, 어린이놀이터, 자전거보관소"
자치관리(직영),위탁관리,단일계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,유,위탁관리,철근콘크리트구조,부스타방식,병원(한림대 강남 성심병원) 대형상가(이마트),분무식,"초등학교(영림초등학교) 중학교(대림중학교) 고등학교(영신고등학교, 수도여자고등학교)",서림주택관리(주),A15007002,4,신대림한솔솔파크,47,2,4,1490,7,33,241,3,두원에이엔씨,5~10분이내,5~10분이내,2호선,구로디지털단지,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,위탁선임,P형,거점장비수거방식,위탁관리,무,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(대림성모병원.대림성심병원.명지성모병원) 대형상가(선프라자백화점) 공원(대림어린이공원),"분무식,기구부착식","초등학교(신대림,대동) 중학교(대림중)",주식회사 한빛종합관리,A15081802,3,대림한신2차,48,2,4,1130,7,69,209,2,듀델코리아,5~10분이내,10~15분이내,"2호선, 7호선",2호선 대림역,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,자치관리,,자치관리,철근콘크리트구조,부스타방식,병원(대림본치과) 백화점(현대백화점(신도림)) 공원(삼각공원) 기타(대림운동장),"도포식,분무식",초등학교(신영초) 중학교(영남중학교) 대학교(한국방송대지역학습관),,A15081602,4,대림현대2차,35,2,12,900,7,146,104,4,,5~10분이내,10~15분이내,"1호선, 2호선, 7호선",신도림,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,차량수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(동사무소) 병원(한마음내과) 기타(대림운동장),,"초등학교(동구로) 중학교(영남,구로)",서림주택관리(주),A15007101,2,대림갑을명가,35,2,36,600,6,75,106,2,유한회사 탄천산업,5~10분이내,5~10분이내,"2호선, 7호선",대림,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,기타,자치관리,,위탁관리,철근콘크리트구조,부스타방식,병원(명지춘혜병원) 공원(삼각공원) 기타(대림운동장),"도포식,분무식",초등학교(신영초),,A15081604,5,대림3동현대아파트,49,3,12,1310,13,304,0,6,(주)원광,5~10분이내,15~20분이내,"1호선, 2호선, 7호선",신도림.대림역,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(동사무소) 병원(하얀치과) 백화점(테크노마트, 디큐브시티 현대백화점) 대형상가(이마트 신도림점) 공원(도림동철도연변소공원)","도포식,분무식,독이식",초등학교(신영) 대학교(한국방송대지역학습관),(주)한빛관리,A15081105,5,대림코오롱,70,4,4,1475,10,139,426,8,듀델코리아,5분이내,5분이내,"1호선, 2호선",신풍,"관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(대림동주민센터) 병원(명지성모병원),"도포식,분무식",초등학교(대동초),성화개발(주),A15095002,2,신대림신동아파밀리에,54,2,12,800,6,2,219,2,성화개발,5분이내,5~10분이내,"2호선, 7호선",대림,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,부스타방식,"관공서(대림3동사무소) 병원(명지성모병원, 명지춘혜병원) 공원(동심어린이공원) 기타(대림운동장)","도포식,분무식",초등학교(신영초) 중학교(영남중학교) 대학교(한국방송대지역학습관),(주)동우개발,A15081606,5,대림신동아,55,4,12,1560,6,380,0,9,경진이앤지,5분이내,5분이내,"2호선, 7호선",신도림,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,R형,차량수거방식,자치관리,무,위탁관리,조적구조,고가수조식,병원(강남성심병원),"도포식,분무식",초등학교(대림초등학교) 중학교(대림중학교),,A15095001,2,대림동현대,48,2,6,980,5,45,182,3,푸른안전산업,5분이내,10~15분이내,"2호선, 7호선",,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,GR형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(동사무소, 파출소, 은행) 병원(성모병원) 공원(두암공원)","분무식,독이식",초등학교() 중학교() 고등학교(),(주)다보산업관리,A10027935,3,대림쌍용플래티넘S,42,3,5,1150,3,1,91,2,,5~10분이내,5~10분이내,"2호선, 7호선",,"관리사무소, 주민공동시설, 휴게시설"
위탁관리,위탁관리,종합계약,위탁관리,위탁선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,병원(),,초등학교() 고등학교(),주식회사 성우서비스,A10027381,4,보라매 신동아파밀리에아파트,75,2,4,1220,8,0,291,3,(주)성우,5분이내,5~10분이내,"2호선, 7호선",,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,,도포식,,(주)듀델코리아,A10025122,8,지밸리소홈,38,2,12,1650,4,46,170,2,(주)듀델코리아,5~10분이내,5분이내,2호선,구로디지털단지역,"관리사무소, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,P형,기타,위탁관리,,,철골콘크리트구조,부스타방식,,기구부착식,,에셋테크(주),A10026761,4,H하우스 대림 뉴스테이,72,4,12,1450,4,31,145,,,5분이내,5분이내,2호선,구로디지털단지역,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,GR형,음식물쓰레기종량제,위탁관리,유,위탁관리,철골철근콘크리트구조,부스타방식,병원(강남성심병원),"도포식,분무식",초등학교(신대림) 중학교(대림) 고등학교(영신),(주)화신지엠에스,A10024725,7,e편한세상 영등포 아델포레,411,11,5,2125,26,0,1076,6,(주)씨큐원,5분이내,5~10분이내,"2호선, 7호선",,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,기타,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철골콘크리트구조,부스타방식,,"도포식,분무식,독이식",,대한종합개발(주),A10024829,1,대림 우성2차,36,1,12,304,4,35,56,0,다경 씨앤에스,5분이내,5분이내,"2호선, 7호선",,"관리사무소, 어린이놀이터, 자전거보관소"
위탁관리,관리방식미정,종합계약,관리방식미정,상주선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철골콘크리트구조,부스타방식,,,,자이에스앤디(주),A10023516,5,영등포자이르네,54,3,,1650,7,0,189,2,(주)평산종합관리,5분이내,5~10분이내,"2호선, 7호선",,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소"
